Passenger_ID,Passenger_Name,Age,Gender,Nationality,Travel_Class,Flight_ID,Booking_Channel,Ticket_Price_USD,Satisfaction_Score,Satisfaction_Level
PS01013,Olivia Reddy,50,Female,Canadian,Economy,FL01731,Mobile App,779.0,3.7,Satisfied
PS01014,Vikram Thomas,47,Female,Canadian,Premium Economy,FL04104,Mobile App,939.0,4.5,Very Satisfied
PS01015,Isha Reddy,24,Male,Indian,Economy,FL00338,Mobile App,1237.0,4.5,Very Satisfied
PS01016,Priya Reddy,35,Female,Australian,Economy,FL03825,Mobile App,119.0,3.7,Satisfied
PS01017,Nisha Joseph,24,Male,German,Economy,FL04823,Mobile App,1311.0,4.1,Very Satisfied
PS01018,Emma Reddy,39,Male,Australian,Economy,FL02958,Website,1399.0,3.9,Satisfied
PS01019,Olivia Kumar,57,Female,Canadian,Economy,FL01560,Airport Counter,493.0,4.5,Very Satisfied
PS01020,Aarav Sharma,64,Female,British,Economy,FL01183,Mobile App,157.0,4.0,Satisfied
PS01021,Noah Taylor,44,Male,Singaporean,Economy,FL04068,Website,152.0,5.0,Very Satisfied
PS01022,Ananya Iyer,39,Male,British,Premium Economy,FL01878,Airport Counter,1324.0,4.5,Very Satisfied
PS01023,Nisha Patel,55,Female,Australian,Economy,FL01013,Airport Counter,761.0,2.5,Dissatisfied
PS01024,Rohan Nair,61,Male,Canadian,Business,FL04172,Travel Agent,440.0,4.7,Very Satisfied
PS01025,Daniel Patel,47,Male,Singaporean,Economy,FL04638,Website,1451.0,4.8,Very Satisfied
PS01026,Arjun Wilson,72,Female,Singaporean,Economy,FL03308,Airport Counter,981.0,3.2,Satisfied
PS01027,Olivia Sharma,53,Male,Indian,First,FL01477,Mobile App,933.0,1.5,Very Dissatisfied
PS01028,Kabir Wilson,45,Female,Australian,Business,FL03294,Travel Agent,618.0,5.0,Very Satisfied
PS01029,Olivia Reddy,62,Male,Indian,Economy,FL01165,Airport Counter,1099.0,4.2,Very Satisfied
PS01030,Aditya Joseph,23,Female,Singaporean,Economy,FL03491,Travel Agent,992.0,3.7,Satisfied
PS01031,Sneha Smith,70,Male,Canadian,First,FL02760,Website,308.0,3.7,Satisfied
PS01032,Ananya Taylor,62,Female,Canadian,Economy,FL02735,Airport Counter,1050.0,4.7,Very Satisfied
PS01033,Daniel Gupta,55,Male,Canadian,Economy,FL00935,Mobile App,484.0,3.2,Satisfied
PS01034,Sneha Sharma,59,Male,German,Premium Economy,FL00940,Travel Agent,1221.0,5.0,Very Satisfied
PS01035,Isha Singh,75,Male,Australian,Premium Economy,FL01713,Mobile App,1108.0,4.4,Very Satisfied
PS01036,Arjun Sharma,59,Female,Singaporean,Economy,FL00522,Website,1417.0,4.2,Very Satisfied
PS01037,Aarav Gupta,52,Female,Indian,Business,FL02114,Airport Counter,312.0,4.0,Satisfied
PS01038,Noah Iyer,59,Male,Australian,Economy,FL04888,Travel Agent,562.0,3.6,Satisfied
PS01039,Vikram Iyer,39,Male,UAE,Economy,FL02006,Airport Counter,416.0,4.1,Very Satisfied
PS01040,Nisha Kumar,27,Male,Australian,Business,FL02033,Travel Agent,1441.0,4.7,Very Satisfied
PS01041,Aisha Singh,18,Female,British,Economy,FL01001,Travel Agent,81.0,3.8,Satisfied
PS01042,Karan Sharma,34,Male,Indian,Economy,FL04989,Website,73.0,4.5,Very Satisfied
PS01043,Meera Joseph,61,Male,Singaporean,Economy,FL00590,Mobile App,1056.0,3.2,Satisfied
PS01044,Kabir Taylor,38,Male,Australian,Economy,FL02753,Website,1096.0,4.6,Very Satisfied
PS01045,Ananya Singh,52,Male,Singaporean,Premium Economy,FL04886,Website,489.0,3.2,Satisfied
PS01046,Isha Singh,41,Male,American,Business,FL02875,Mobile App,1332.0,3.8,Satisfied
PS01047,Priya Iyer,57,Female,Singaporean,Economy,FL03851,Website,893.0,3.8,Satisfied
PS01048,Daniel Martin,75,Male,Australian,Economy,FL04258,Website,1280.0,3.7,Satisfied
PS01049,Isha Reddy,58,Male,British,Economy,FL01007,Travel Agent,1268.0,5.0,Very Satisfied
PS01050,Aarav Gupta,73,Male,Indian,Business,FL00495,Website,295.0,3.7,Satisfied
PS01051,Rahul Singh,50,Female,Singaporean,Economy,FL02935,Mobile App,552.0,4.5,Very Satisfied
PS01052,Olivia Sharma,50,Female,British,Economy,FL04936,Website,583.0,4.2,Very Satisfied
PS01053,Sneha Brown,49,Female,British,Economy,FL02690,Website,766.0,4.0,Satisfied
PS01054,Priya Wilson,46,Female,British,Economy,FL00794,Mobile App,887.0,2.6,Dissatisfied
PS01055,Priya Nair,67,Male,Australian,Economy,FL00369,Website,380.0,3.8,Satisfied
PS01056,Aisha Brown,28,Female,Canadian,Economy,FL00050,Website,493.0,3.8,Satisfied
PS01057,Sneha Sharma,32,Male,UAE,Economy,FL04047,Travel Agent,656.0,5.0,Very Satisfied
PS01058,Meera Martin,60,Male,UAE,Economy,FL01116,Mobile App,1047.0,3.7,Satisfied
PS01059,Noah Sharma,25,Male,Canadian,Economy,FL02682,Website,793.0,3.8,Satisfied
PS01060,Rohan Reddy,24,Male,American,Premium Economy,FL02462,Website,367.0,4.5,Very Satisfied
PS01061,Arjun Brown,34,Female,British,Economy,FL02426,Travel Agent,207.0,2.7,Dissatisfied
PS01062,Ananya Iyer,40,Male,Indian,Premium Economy,FL02768,Airport Counter,682.0,3.3,Satisfied
PS01063,Olivia Wilson,48,Male,Australian,Business,FL04850,Website,1477.0,4.9,Very Satisfied
PS01064,Diya Gupta,36,Female,Canadian,Economy,FL02837,Website,1117.0,3.8,Satisfied
PS01065,Daniel Wilson,25,Male,German,Business,FL00783,Website,124.0,4.4,Very Satisfied
PS01066,Rohan Sharma,40,Male,American,Economy,FL03605,Travel Agent,513.0,4.7,Very Satisfied
PS01067,Sneha Joseph,29,Male,Singaporean,Economy,FL04833,Mobile App,1469.0,4.5,Very Satisfied
PS01068,Nisha Singh,22,Male,Singaporean,Business,FL02103,Website,196.0,2.7,Dissatisfied
PS01069,Olivia Patel,51,Male,Australian,First,FL04264,Website,1482.0,3.8,Satisfied
PS01070,Priya Joseph,65,Female,German,Economy,FL01321,Mobile App,690.0,3.8,Satisfied
PS01071,Emma Brown,27,Female,German,Economy,FL02578,Website,492.0,4.6,Very Satisfied
PS01072,Nisha Singh,46,Male,German,First,FL00466,Mobile App,520.0,4.2,Very Satisfied
PS01073,Arjun Reddy,26,Male,American,Business,FL01675,Mobile App,737.0,4.4,Very Satisfied
PS01074,Diya Iyer,32,Female,American,Premium Economy,FL00163,Mobile App,461.0,5.0,Very Satisfied
PS01075,Vikram Smith,56,Female,Indian,Economy,FL03337,Travel Agent,381.0,3.5,Satisfied
PS01076,Ananya Wilson,49,Male,British,Economy,FL04956,Mobile App,1319.0,1.9,Very Dissatisfied
PS01077,Rohan Thomas,58,Female,Singaporean,First,FL01102,Website,1171.0,4.4,Very Satisfied
PS01078,Diya Martin,59,Female,Indian,Premium Economy,FL01778,Travel Agent,1421.0,3.8,Satisfied
PS01079,Isha Martin,63,Female,UAE,Business,FL01920,Travel Agent,1082.0,4.6,Very Satisfied
PS01080,Meera Sharma,46,Male,Australian,Premium Economy,FL01252,Airport Counter,261.0,3.8,Satisfied
PS01081,Diya Gupta,66,Female,British,Premium Economy,FL02567,Travel Agent,282.0,4.4,Very Satisfied
PS01082,Olivia Martin,40,Female,British,Economy,FL00908,Travel Agent,248.0,5.0,Very Satisfied
PS01083,Rohan Kumar,36,Female,Canadian,Economy,FL04276,Mobile App,1293.0,3.9,Satisfied
PS01084,Rahul Reddy,60,Female,Indian,Premium Economy,FL04397,Airport Counter,1430.0,4.3,Very Satisfied
PS01085,Karan Patel,75,Female,Australian,Economy,FL04827,Website,1494.0,5.0,Very Satisfied
PS01086,Meera Brown,57,Female,British,Premium Economy,FL00374,Airport Counter,223.0,3.8,Satisfied
PS01087,Ananya Thomas,43,Male,Singaporean,Economy,FL03409,Mobile App,1148.0,4.0,Satisfied
PS01088,Aisha Wilson,31,Male,American,Economy,FL02496,Mobile App,305.0,3.8,Satisfied
PS01089,Priya Reddy,64,Female,American,Economy,FL03159,Mobile App,1408.0,4.0,Satisfied
PS01090,Daniel Martin,24,Female,Singaporean,Premium Economy,FL02146,Website,244.0,3.9,Satisfied
PS01091,Karan Sharma,19,Female,Canadian,Premium Economy,FL00530,Website,596.0,4.0,Satisfied
PS01092,Rohan Singh,28,Male,UAE,Business,FL02429,Travel Agent,1366.0,4.4,Very Satisfied
PS01093,Sneha Gupta,40,Male,Indian,Business,FL04392,Website,891.0,1.7,Very Dissatisfied
PS01094,Arjun Martin,40,Female,UAE,Business,FL03737,Website,1043.0,2.4,Dissatisfied
PS01095,Aarav Thomas,18,Female,Australian,Economy,FL02942,Travel Agent,1272.0,4.1,Very Satisfied
PS01096,Aarav Singh,43,Male,Australian,Economy,FL01437,Website,548.0,2.2,Dissatisfied
PS01097,Arjun Sharma,46,Male,American,Economy,FL03544,Website,847.0,4.2,Very Satisfied
PS01098,Aditya Smith,21,Female,American,Premium Economy,FL03974,Mobile App,772.0,4.6,Very Satisfied
PS01099,Daniel Reddy,41,Female,Singaporean,Economy,FL00595,Mobile App,1119.0,2.8,Dissatisfied
PS01100,Sneha Iyer,19,Female,Australian,Business,FL01316,Website,1227.0,4.1,Very Satisfied
PS01101,Aisha Smith,47,Male,British,Business,FL02855,Travel Agent,358.0,4.6,Very Satisfied
PS01102,Daniel Sharma,55,Female,Singaporean,Economy,FL00218,Mobile App,680.0,4.0,Satisfied
PS01103,Kabir Iyer,47,Female,American,Economy,FL03601,Travel Agent,290.0,3.3,Satisfied
PS01104,Priya Wilson,19,Female,Australian,Economy,FL02574,Mobile App,472.0,4.6,Very Satisfied
PS01105,Daniel Reddy,36,Male,Canadian,Economy,FL03433,Mobile App,1464.0,4.2,Very Satisfied
PS01106,Noah Sharma,42,Female,Australian,Economy,FL02479,Travel Agent,413.0,4.8,Very Satisfied
PS01107,Sneha Thomas,22,Female,German,Business,FL00875,Website,959.0,3.8,Satisfied
PS01108,Emma Wilson,70,Male,UAE,Economy,FL01757,Website,311.0,3.7,Satisfied
PS01109,Meera Martin,42,Female,Australian,Economy,FL00147,Mobile App,1201.0,4.7,Very Satisfied
PS01110,Rahul Kumar,39,Female,British,Business,FL00377,Mobile App,1491.0,3.5,Satisfied
PS01111,Daniel Brown,45,Female,Singaporean,Premium Economy,FL04150,Travel Agent,1103.0,3.9,Satisfied
PS01112,Kabir Martin,74,Female,UAE,Business,FL02226,Travel Agent,1407.0,2.6,Dissatisfied
PS01113,Ananya Thomas,27,Male,British,Economy,FL01624,Mobile App,1152.0,3.7,Satisfied
PS01114,Rahul Iyer,45,Male,Singaporean,Economy,FL02495,Website,577.0,3.5,Satisfied
PS01115,Vikram Gupta,53,Female,UAE,Economy,FL03507,Website,1474.0,3.7,Satisfied
PS01116,Daniel Thomas,48,Female,Australian,Premium Economy,FL03447,Travel Agent,351.0,5.0,Very Satisfied
PS01117,Diya Thomas,41,Male,UAE,Premium Economy,FL01050,Mobile App,1316.0,4.6,Very Satisfied
PS01118,Ananya Joseph,58,Female,Canadian,Economy,FL01821,Mobile App,1063.0,1.7,Very Dissatisfied
PS01119,Isha Sharma,65,Female,American,Premium Economy,FL01363,Website,679.0,2.0,Very Dissatisfied
PS01120,Noah Smith,72,Male,UAE,Economy,FL02986,Travel Agent,342.0,3.3,Satisfied
PS01121,Aarav Joseph,65,Female,Australian,Premium Economy,FL04568,Mobile App,556.0,5.0,Very Satisfied
PS01122,Emma Iyer,34,Male,Canadian,Business,FL02170,Website,764.0,3.9,Satisfied
PS01123,Karan Patel,73,Male,Canadian,Business,FL04867,Mobile App,1097.0,4.6,Very Satisfied
PS01124,Olivia Reddy,73,Female,British,Economy,FL00013,Website,792.0,2.5,Dissatisfied
PS01125,Noah Martin,27,Male,Canadian,Economy,FL04313,Website,117.0,4.4,Very Satisfied
PS01126,Priya Gupta,36,Male,American,Economy,FL04150,Travel Agent,1435.0,4.2,Very Satisfied
PS01127,Priya Iyer,53,Male,Canadian,Economy,FL04912,Travel Agent,923.0,3.6,Satisfied
PS01128,Rahul Joseph,52,Female,American,Economy,FL03874,Mobile App,870.0,4.6,Very Satisfied
PS01129,Rahul Nair,30,Female,Singaporean,Business,FL01204,Mobile App,1215.0,4.1,Very Satisfied
PS01130,Isha Reddy,66,Female,Indian,Economy,FL03339,Airport Counter,1255.0,3.0,Dissatisfied
PS01131,Aisha Joseph,52,Female,Canadian,Business,FL02909,Website,1360.0,4.1,Very Satisfied
PS01132,Nisha Taylor,32,Male,American,Economy,FL03792,Website,1190.0,4.6,Very Satisfied
PS01133,Olivia Kumar,23,Other,British,Economy,FL03976,Website,744.0,3.4,Satisfied
PS01134,Sneha Martin,29,Male,UAE,Premium Economy,FL01901,Travel Agent,510.0,4.4,Very Satisfied
PS01135,Aditya Singh,24,Female,American,Premium Economy,FL04538,Website,885.0,4.8,Very Satisfied
PS01136,Rahul Patel,18,Male,Canadian,Economy,FL00590,Website,716.0,4.0,Satisfied
PS01137,Aarav Patel,35,Male,Australian,Economy,FL04943,Website,1083.0,4.3,Very Satisfied
PS01138,Rahul Iyer,21,Female,British,Premium Economy,FL00478,Website,1314.0,3.5,Satisfied
PS01139,Nisha Kumar,39,Male,German,Economy,FL02679,Website,1446.0,4.6,Very Satisfied
PS01140,Olivia Brown,58,Male,American,Economy,FL01465,Airport Counter,775.0,2.9,Dissatisfied
PS01141,Priya Joseph,58,Male,American,Business,FL03295,Mobile App,677.0,4.0,Satisfied
PS01142,Nisha Joseph,21,Male,UAE,Premium Economy,FL00388,Website,104.0,1.9,Very Dissatisfied
PS01143,Daniel Nair,74,Female,UAE,Business,FL02022,Travel Agent,1386.0,4.2,Very Satisfied
PS01144,Priya Iyer,64,Female,Canadian,Economy,FL04846,Mobile App,82.0,4.3,Very Satisfied
PS01145,Meera Martin,27,Other,Australian,Business,FL03556,Mobile App,1289.0,4.3,Very Satisfied
PS01146,Emma Smith,35,Female,Australian,Economy,FL04798,Mobile App,719.0,3.3,Satisfied
PS01147,Nisha Reddy,49,Male,British,Economy,FL00302,Mobile App,733.0,4.2,Very Satisfied
PS01148,Vikram Wilson,65,Female,American,Economy,FL00995,Website,759.0,4.3,Very Satisfied
PS01149,Sneha Iyer,71,Female,Indian,Business,FL01905,Airport Counter,942.0,4.5,Very Satisfied
PS01150,Rahul Taylor,62,Female,Indian,Business,FL01462,Website,398.0,4.2,Very Satisfied
PS01151,Noah Smith,68,Male,Indian,Economy,FL04660,Travel Agent,166.0,4.4,Very Satisfied
PS01152,Kabir Joseph,60,Male,Singaporean,Economy,FL02399,Travel Agent,403.0,4.1,Very Satisfied
PS01153,Aarav Thomas,59,Female,German,Economy,FL04589,Mobile App,1140.0,3.5,Satisfied
PS01154,Aarav Nair,18,Male,Australian,Economy,FL00466,Mobile App,1074.0,4.0,Satisfied
PS01155,Vikram Iyer,61,Female,British,Economy,FL04217,Website,960.0,4.2,Very Satisfied
PS01156,Emma Kumar,33,Female,Canadian,Economy,FL01657,Mobile App,1367.0,3.4,Satisfied
PS01157,Aarav Iyer,58,Male,British,Premium Economy,FL04629,Travel Agent,1135.0,4.6,Very Satisfied
PS01158,Kabir Patel,63,Female,Singaporean,Economy,FL04289,Mobile App,793.0,4.8,Very Satisfied
PS01159,Vikram Thomas,44,Male,American,Business,FL01908,Mobile App,213.0,4.6,Very Satisfied
PS01160,Aisha Thomas,64,Female,German,Premium Economy,FL04441,Mobile App,312.0,5.0,Very Satisfied
PS01161,Kabir Taylor,59,Female,Indian,Premium Economy,FL01025,Website,802.0,4.0,Satisfied
PS01162,Karan Thomas,36,Female,UAE,Premium Economy,FL00640,Airport Counter,1134.0,5.0,Very Satisfied
PS01163,Aarav Brown,46,Female,British,Economy,FL03293,Travel Agent,1034.0,4.4,Very Satisfied
PS01164,Isha Joseph,18,Female,Australian,Economy,FL04289,Website,260.0,3.7,Satisfied
PS01165,Kabir Smith,71,Male,British,Economy,FL02765,Mobile App,1340.0,3.5,Satisfied
PS01166,Aditya Joseph,33,Male,Canadian,Premium Economy,FL04421,Travel Agent,465.0,4.1,Very Satisfied
PS01167,Olivia Joseph,36,Female,Australian,Economy,FL03317,Mobile App,347.0,4.3,Very Satisfied
PS01168,Ananya Nair,70,Female,American,Economy,FL00493,Website,557.0,4.6,Very Satisfied
PS01169,Isha Iyer,40,Male,American,Economy,FL01586,Website,1462.0,3.9,Satisfied
PS01170,Aisha Kumar,66,Male,Australian,Economy,FL01559,Mobile App,805.0,4.0,Satisfied
PS01171,Aisha Patel,58,Female,Canadian,Economy,FL01323,Website,94.0,4.0,Satisfied
PS01172,Noah Wilson,54,Male,UAE,Economy,FL02063,Mobile App,1010.0,4.1,Very Satisfied
PS01173,Sneha Martin,71,Female,American,Economy,FL03486,Mobile App,784.0,4.9,Very Satisfied
PS01174,Kabir Reddy,34,Male,British,Economy,FL04202,Website,446.0,3.5,Satisfied
PS01175,Aisha Gupta,20,Female,Canadian,Economy,FL01580,Website,1109.0,4.0,Satisfied
PS01176,Emma Brown,62,Male,Indian,Business,FL01479,Website,891.0,5.0,Very Satisfied
PS01177,Rahul Gupta,55,Female,British,Economy,FL01401,Airport Counter,1487.0,4.3,Very Satisfied
PS01178,Isha Sharma,55,Female,Singaporean,Business,FL02924,Travel Agent,755.0,4.9,Very Satisfied
PS01179,Diya Singh,35,Female,British,Economy,FL02825,Travel Agent,437.0,3.9,Satisfied
PS01180,Nisha Thomas,37,Female,German,Premium Economy,FL01731,Website,861.0,4.6,Very Satisfied
PS01181,Meera Smith,29,Female,German,Business,FL00605,Website,544.0,4.3,Very Satisfied
PS01182,Aisha Brown,33,Male,Singaporean,First,FL00543,Website,643.0,3.3,Satisfied
PS01183,Noah Wilson,37,Female,Singaporean,Economy,FL04446,Travel Agent,110.0,3.6,Satisfied
PS01184,Meera Smith,75,Female,Australian,Premium Economy,FL02756,Airport Counter,961.0,4.5,Very Satisfied
PS01185,Aditya Iyer,67,Female,Canadian,Economy,FL01775,Website,1109.0,4.3,Very Satisfied
PS01186,Rahul Joseph,54,Female,British,Economy,FL03470,Airport Counter,1215.0,5.0,Very Satisfied
PS01187,Aisha Joseph,64,Male,German,First,FL02448,Mobile App,1231.0,5.0,Very Satisfied
PS01188,Nisha Patel,60,Female,German,Premium Economy,FL03780,Travel Agent,82.0,3.6,Satisfied
PS01189,Aarav Wilson,49,Male,German,Business,FL02744,Mobile App,980.0,4.2,Very Satisfied
PS01190,Emma Brown,64,Male,UAE,Economy,FL03323,Website,1121.0,4.4,Very Satisfied
PS01191,Sneha Gupta,31,Female,Indian,Business,FL02815,Mobile App,764.0,3.9,Satisfied
PS01192,Rahul Taylor,22,Female,American,Business,FL00742,Mobile App,1072.0,3.9,Satisfied
PS01193,Isha Gupta,70,Male,Australian,Economy,FL01791,Travel Agent,556.0,3.5,Satisfied
PS01194,Aisha Patel,47,Male,Australian,Business,FL04946,Website,119.0,4.4,Very Satisfied
PS01195,Karan Joseph,61,Male,British,Economy,FL03160,Website,226.0,3.9,Satisfied
PS01196,Ananya Kumar,69,Female,Australian,Economy,FL03113,Mobile App,172.0,4.6,Very Satisfied
PS01197,Rahul Singh,70,Female,UAE,Economy,FL04236,Website,539.0,4.4,Very Satisfied
PS01198,Ananya Martin,59,Male,German,Economy,FL04928,Airport Counter,745.0,4.7,Very Satisfied
PS01199,Karan Iyer,23,Male,Indian,Economy,FL02340,Website,1089.0,4.8,Very Satisfied
PS01200,Karan Smith,27,Female,American,Premium Economy,FL01992,Travel Agent,763.0,4.5,Very Satisfied
PS01201,Diya Smith,40,Female,American,Business,FL04475,Website,533.0,3.4,Satisfied
PS01202,Rohan Taylor,39,Female,Singaporean,Business,FL00418,Mobile App,1035.0,2.1,Dissatisfied
PS01203,Rahul Iyer,20,Male,American,Economy,FL02152,Website,1423.0,3.5,Satisfied
PS01204,Olivia Iyer,47,Male,Indian,Economy,FL03939,Website,185.0,4.3,Very Satisfied
PS01205,Arjun Sharma,34,Female,Australian,Premium Economy,FL01400,Mobile App,611.0,5.0,Very Satisfied
PS01206,Kabir Smith,59,Male,British,Premium Economy,FL00830,Travel Agent,1238.0,4.8,Very Satisfied
PS01207,Aditya Nair,46,Female,UAE,Premium Economy,FL04367,Mobile App,485.0,4.7,Very Satisfied
PS01208,Sneha Nair,45,Female,Canadian,Premium Economy,FL04975,Mobile App,188.0,3.9,Satisfied
PS01209,Meera Taylor,26,Male,German,Economy,FL00479,Mobile App,419.0,2.6,Dissatisfied
PS01210,Karan Taylor,58,Other,British,Premium Economy,FL00059,Mobile App,1072.0,3.2,Satisfied
PS01211,Diya Gupta,44,Male,German,Economy,FL00949,Mobile App,816.0,3.9,Satisfied
PS01212,Kabir Wilson,25,Female,UAE,Economy,FL01427,Travel Agent,76.0,4.7,Very Satisfied
PS01213,Rohan Sharma,28,Male,Canadian,Premium Economy,FL04344,Travel Agent,463.0,4.5,Very Satisfied
PS01214,Daniel Taylor,46,Male,Indian,Economy,FL03583,Website,915.0,4.3,Very Satisfied
PS01215,Meera Wilson,55,Male,British,Business,FL01087,Mobile App,400.0,4.6,Very Satisfied
PS01216,Daniel Martin,45,Male,Singaporean,Economy,FL00761,Travel Agent,427.0,5.0,Very Satisfied
PS01217,Aarav Gupta,63,Male,Canadian,Economy,FL04096,Airport Counter,940.0,3.4,Satisfied
PS01218,Aarav Martin,28,Female,British,Economy,FL02869,Mobile App,464.0,3.9,Satisfied
PS01219,Diya Brown,52,Male,American,Premium Economy,FL02319,Mobile App,653.0,3.7,Satisfied
PS01220,Rahul Reddy,49,Male,British,Economy,FL04104,Travel Agent,1167.0,5.0,Very Satisfied
PS01221,Ananya Reddy,61,Male,American,Economy,FL02124,Mobile App,530.0,4.6,Very Satisfied
PS01222,Vikram Thomas,37,Male,UAE,Business,FL01403,Mobile App,754.0,4.2,Very Satisfied
PS01223,Arjun Kumar,58,Female,Australian,Economy,FL03417,Website,495.0,4.3,Very Satisfied
PS01224,Diya Iyer,46,Female,Australian,Business,FL00937,Airport Counter,502.0,4.3,Very Satisfied
PS01225,Diya Thomas,75,Male,Canadian,Premium Economy,FL02076,Travel Agent,1172.0,4.2,Very Satisfied
PS01226,Kabir Iyer,34,Male,British,Premium Economy,FL04576,Mobile App,239.0,2.4,Dissatisfied
PS01227,Rahul Singh,38,Male,UAE,Business,FL03162,Website,418.0,3.9,Satisfied
PS01228,Arjun Reddy,39,Male,British,Economy,FL00510,Travel Agent,769.0,3.8,Satisfied
PS01229,Aarav Thomas,45,Female,Singaporean,Premium Economy,FL04764,Website,1140.0,3.1,Satisfied
PS01230,Noah Taylor,30,Male,UAE,Premium Economy,FL00618,Website,1173.0,2.7,Dissatisfied
PS01231,Isha Thomas,51,Female,German,Business,FL00500,Airport Counter,830.0,3.9,Satisfied
PS01232,Nisha Sharma,63,Female,Indian,Business,FL02630,Website,743.0,4.3,Very Satisfied
PS01233,Olivia Smith,25,Male,Canadian,Economy,FL00479,Mobile App,973.0,2.9,Dissatisfied
PS01234,Olivia Martin,63,Female,American,Economy,FL00421,Website,1194.0,4.2,Very Satisfied
PS01235,Arjun Smith,70,Female,British,Business,FL03324,Website,139.0,4.2,Very Satisfied
PS01236,Aditya Sharma,52,Male,Singaporean,Business,FL00019,Website,792.0,3.7,Satisfied
PS01237,Daniel Sharma,26,Female,UAE,Business,FL01356,Mobile App,1377.0,4.4,Very Satisfied
PS01238,Arjun Gupta,51,Female,UAE,Economy,FL02268,Website,377.0,3.7,Satisfied
PS01239,Kabir Smith,73,Male,Singaporean,First,FL00698,Website,852.0,4.5,Very Satisfied
PS01240,Aarav Joseph,22,Female,Australian,Economy,FL02808,Mobile App,1024.0,5.0,Very Satisfied
PS01241,Rohan Nair,28,Male,Indian,Economy,FL03076,Travel Agent,1390.0,4.2,Very Satisfied
